Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths,Number of Mentions,Flag
12/20/2020,02/01/2020,12/19/2020,NY,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,NY,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,1437,1438,
12/20/2020,02/01/2020,12/19/2020,NY,Renal failure,Renal failure,N17-N19,0-24,0,0,
12/20/2020,02/01/2020,12/19/2020,NY,Renal failure,Renal failure,N17-N19,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NY,Renal failure,Renal failure,N17-N19,35-44,14,14,
12/20/2020,02/01/2020,12/19/2020,NY,Renal failure,Renal failure,N17-N19,45-54,53,54,
12/20/2020,02/01/2020,12/19/2020,NY,Renal failure,Renal failure,N17-N19,55-64,130,134,
12/20/2020,02/01/2020,12/19/2020,NY,Renal failure,Renal failure,N17-N19,65-74,246,252,
12/20/2020,02/01/2020,12/19/2020,NY,Renal failure,Renal failure,N17-N19,75-84,244,252,
12/20/2020,02/01/2020,12/19/2020,NY,Renal failure,Renal failure,N17-N19,85+,269,277,
12/20/2020,02/01/2020,12/19/2020,NY,Renal failure,Renal failure,N17-N19,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,NY,Renal failure,Renal failure,N17-N19,All Ages,960,987,
12/20/2020,02/01/2020,12/19/2020,NY,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NY,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NY,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NY,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NY,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,18,40,
12/20/2020,02/01/2020,12/19/2020,NY,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,32,65,
12/20/2020,02/01/2020,12/19/2020,NY,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,37,69,
12/20/2020,02/01/2020,12/19/2020,NY,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,54,114,
12/20/2020,02/01/2020,12/19/2020,NY,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,NY,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,160,341,
12/20/2020,02/01/2020,12/19/2020,NY,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NY,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,27,39,
12/20/2020,02/01/2020,12/19/2020,NY,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,56,84,
12/20/2020,02/01/2020,12/19/2020,NY,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,170,263,
12/20/2020,02/01/2020,12/19/2020,NY,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,445,685,
12/20/2020,02/01/2020,12/19/2020,NY,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,880,1413,
12/20/2020,02/01/2020,12/19/2020,NY,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,1053,1581,
12/20/2020,02/01/2020,12/19/2020,NY,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,1403,2122,
12/20/2020,02/01/2020,12/19/2020,NY,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NY,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,4042,6199,
12/20/2020,02/01/2020,12/19/2020,NY,COVID-19,COVID-19,U071,0-24,20,20,
12/20/2020,02/01/2020,12/19/2020,NY,COVID-19,COVID-19,U071,25-34,76,76,
12/20/2020,02/01/2020,12/19/2020,NY,COVID-19,COVID-19,U071,35-44,199,199,
12/20/2020,02/01/2020,12/19/2020,NY,COVID-19,COVID-19,U071,45-54,567,567,
12/20/2020,02/01/2020,12/19/2020,NY,COVID-19,COVID-19,U071,55-64,1505,1505,
12/20/2020,02/01/2020,12/19/2020,NY,COVID-19,COVID-19,U071,65-74,2674,2674,
12/20/2020,02/01/2020,12/19/2020,NY,COVID-19,COVID-19,U071,75-84,3500,3500,
12/20/2020,02/01/2020,12/19/2020,NY,COVID-19,COVID-19,U071,85+,5007,5007,
12/20/2020,02/01/2020,12/19/2020,NY,COVID-19,COVID-19,U071,Not stated,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NY,COVID-19,COVID-19,U071,All Ages,13551,13551,
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,12,12,
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,20,20,
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,82,84,
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,169,177,
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,312,327,
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,339,346,
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,371,372,
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,1306,1339,
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0,0,
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,22,26,
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,62,64,
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,91,94,
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,69,72,
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,258,270,
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,0,0,
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,12,12,
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,28,28,
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,63,63,
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,101,101,
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,72,72,
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,31,31,
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,308,308,
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Respiratory failure,J96,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Respiratory failure,J96,25-34,11,11,
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Respiratory failure,J96,35-44,20,20,
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Respiratory failure,J96,45-54,74,76,
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Respiratory failure,J96,55-64,152,153,
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Respiratory failure,J96,65-74,304,314,
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Respiratory failure,J96,75-84,336,346,
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Respiratory failure,J96,85+,301,306,
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Respiratory failure,J96,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Respiratory failure,J96,All Ages,1199,1227,
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Respiratory arrest,R09.2,0-24,0,0,
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Respiratory arrest,R09.2,25-34,0,0,
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Respiratory arrest,R09.2,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Respiratory arrest,R09.2,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Respiratory arrest,R09.2,55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Respiratory arrest,R09.2,65-74,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Respiratory arrest,R09.2,75-84,10,10,
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Respiratory arrest,R09.2,85+,14,14,
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Respiratory arrest,R09.2,All Ages,44,44,
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,0,0,
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,18,18,
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,31,33,
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,40,40,
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,29,30,
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,NC,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,128,134,
12/20/2020,02/01/2020,12/19/2020,NC,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,0,
12/20/2020,02/01/2020,12/19/2020,NC,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NC,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NC,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,13,13,
12/20/2020,02/01/2020,12/19/2020,NC,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,51,51,
12/20/2020,02/01/2020,12/19/2020,NC,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,102,102,
12/20/2020,02/01/2020,12/19/2020,NC,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,92,92,
12/20/2020,02/01/2020,12/19/2020,NC,Circulatory diseases,Hypertensive diseases,I10-I15,85+,110,110,
12/20/2020,02/01/2020,12/19/2020,NC,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,NC,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,380,380,
12/20/2020,02/01/2020,12/19/2020,NC,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,0,0,
12/20/2020,02/01/2020,12/19/2020,NC,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,NC,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
